1.460000000000000000e+03;-1.578691275167785335e+01
1.460008000000000038e+03;-1.578523489932886292e+01
1.460016000000000076e+03;-1.578523489932886292e+01
1.460023999999999887e+03;-1.578355704697986539e+01
1.460031999999999925e+03;-1.578020134228187743e+01
1.460039999999999964e+03;-1.577348993288590862e+01
1.460048000000000002e+03;-1.576677852348993270e+01
1.460056000000000040e+03;-1.577013422818792066e+01
1.460064000000000078e+03;-1.576845637583893023e+01
1.460071999999999889e+03;-1.577013422818792066e+01
1.460079999999999927e+03;-1.576006711409396388e+01
1.460087999999999965e+03;-1.575167785234899753e+01
1.460096000000000004e+03;-1.575671140939597592e+01
1.460104000000000042e+03;-1.575671140939597592e+01
1.460112000000000080e+03;-1.575503355704697839e+01
1.460119999999999891e+03;-1.575503355704697839e+01
1.460127999999999929e+03;-1.575167785234899753e+01
1.460135999999999967e+03;-1.574832214765100957e+01
1.460144000000000005e+03;-1.574832214765100957e+01
1.460152000000000044e+03;-1.574496644295302161e+01
1.460160000000000082e+03;-1.574496644295302161e+01
1.460167999999999893e+03;-1.574496644295302161e+01
1.460175999999999931e+03;-1.574328859060403119e+01
1.460183999999999969e+03;-1.574161073825503365e+01
1.460192000000000007e+03;-1.574161073825503365e+01
1.460200000000000045e+03;-1.573825503355704569e+01
1.460208000000000084e+03;-1.573322147651006730e+01
1.460215999999999894e+03;-1.572818791946308892e+01
1.460223999999999933e+03;-1.572818791946308892e+01
1.460231999999999971e+03;-1.572315436241611053e+01
1.460240000000000009e+03;-1.571812080536912504e+01
1.460248000000000047e+03;-1.571476510067114418e+01
1.460256000000000085e+03;-1.570637583892617783e+01
1.460263999999999896e+03;-1.570637583892617783e+01
1.460271999999999935e+03;-1.570302013422818987e+01
1.460279999999999973e+03;-1.570637583892617783e+01
1.460288000000000011e+03;-1.571140939597315622e+01
1.460296000000000049e+03;-1.570469798657718030e+01
1.460304000000000087e+03;-1.570469798657718030e+01
1.460311999999999898e+03;-1.569798657718121149e+01
1.460319999999999936e+03;-1.569463087248322353e+01
1.460327999999999975e+03;-1.569463087248322353e+01
1.460336000000000013e+03;-1.569127516778523557e+01
1.460344000000000051e+03;-1.569295302013422599e+01
1.460352000000000089e+03;-1.569630872483221395e+01
1.460359999999999900e+03;-1.569295302013422599e+01
1.460367999999999938e+03;-1.569127516778523557e+01
1.460375999999999976e+03;-1.568624161073825718e+01
1.460384000000000015e+03;-1.568456375838925965e+01
1.460392000000000053e+03;-1.567953020134228126e+01
1.460400000000000091e+03;-1.567449664429530287e+01
1.460407999999999902e+03;-1.567449664429530287e+01
1.460415999999999940e+03;-1.567281879194631244e+01
1.460423999999999978e+03;-1.567114093959731491e+01
1.460432000000000016e+03;-1.566778523489932695e+01
1.460440000000000055e+03;-1.566107382550335814e+01
1.460448000000000093e+03;-1.566107382550335814e+01
1.460455999999999904e+03;-1.565436241610738222e+01
1.460463999999999942e+03;-1.565771812080537018e+01
1.460471999999999980e+03;-1.565268456375839179e+01
1.460480000000000018e+03;-1.565100671140939426e+01
1.460488000000000056e+03;-1.564597315436241587e+01
1.460496000000000095e+03;-1.564429530201342544e+01
1.460503999999999905e+03;-1.563926174496644705e+01
1.460511999999999944e+03;-1.563590604026845909e+01
1.460519999999999982e+03;-1.563255033557047113e+01
1.460528000000000020e+03;-1.563422818791946156e+01
1.460536000000000058e+03;-1.563590604026845909e+01
1.460544000000000096e+03;-1.563255033557047113e+01
1.460551999999999907e+03;-1.563255033557047113e+01
1.460559999999999945e+03;-1.563087248322148071e+01
1.460567999999999984e+03;-1.562416107382550479e+01
1.460576000000000022e+03;-1.561912751677852640e+01
1.460584000000000060e+03;-1.561744966442952887e+01
1.460592000000000098e+03;-1.561744966442952887e+01
1.460599999999999909e+03;-1.561241610738255048e+01
1.460607999999999947e+03;-1.560906040268456252e+01
1.460615999999999985e+03;-1.560906040268456252e+01
1.460624000000000024e+03;-1.560738255033557209e+01
1.460632000000000062e+03;-1.560570469798658166e+01
1.460640000000000100e+03;-1.560402684563758413e+01
1.460647999999999911e+03;-1.560234899328859370e+01
1.460655999999999949e+03;-1.560067114093959617e+01
1.460663999999999987e+03;-1.559899328859060574e+01
1.460672000000000025e+03;-1.559731543624160821e+01
1.460680000000000064e+03;-1.559395973154362736e+01
1.460688000000000102e+03;-1.559060402684563940e+01
1.460695999999999913e+03;-1.558892617449664186e+01
1.460703999999999951e+03;-1.559060402684563940e+01
1.460711999999999989e+03;-1.558389261744966348e+01
1.460720000000000027e+03;-1.558053691275167552e+01
1.460728000000000065e+03;-1.557214765100670917e+01
1.460736000000000104e+03;-1.557046979865771874e+01
1.460743999999999915e+03;-1.557214765100670917e+01
1.460751999999999953e+03;-1.557550335570469713e+01
1.460759999999999991e+03;-1.557885906040268509e+01
1.460768000000000029e+03;-1.557214765100670917e+01
1.460776000000000067e+03;-1.557214765100670917e+01
1.460784000000000106e+03;-1.557214765100670917e+01
1.460791999999999916e+03;-1.556711409395973078e+01
1.460799999999999955e+03;-1.556711409395973078e+01
1.460807999999999993e+03;-1.555704697986577401e+01
1.460816000000000031e+03;-1.555369127516778605e+01
1.460824000000000069e+03;-1.555369127516778605e+01
1.460832000000000107e+03;-1.555536912751677647e+01
1.460839999999999918e+03;-1.555369127516778605e+01
1.460847999999999956e+03;-1.555033557046979809e+01
1.460855999999999995e+03;-1.554362416107382927e+01
1.460864000000000033e+03;-1.554194630872483174e+01
1.460872000000000071e+03;-1.554026845637584131e+01
1.460880000000000109e+03;-1.554194630872483174e+01
1.460887999999999920e+03;-1.554026845637584131e+01
1.460895999999999958e+03;-1.554362416107382927e+01
1.460903999999999996e+03;-1.554362416107382927e+01
1.460912000000000035e+03;-1.553859060402684378e+01
1.460920000000000073e+03;-1.553691275167785335e+01
1.460928000000000111e+03;-1.553187919463087496e+01
1.460935999999999922e+03;-1.553523489932886292e+01
1.460943999999999960e+03;-1.553020134228187743e+01
1.460951999999999998e+03;-1.552852348993288700e+01
1.460960000000000036e+03;-1.552684563758389658e+01
1.460968000000000075e+03;-1.552684563758389658e+01
1.460976000000000113e+03;-1.552181208053691108e+01
1.460983999999999924e+03;-1.551510067114094227e+01
1.460991999999999962e+03;-1.551510067114094227e+01
1.461000000000000000e+03;-1.551677852348993270e+01
1.461008000000000038e+03;-1.551510067114094227e+01
1.461016000000000076e+03;-1.550838926174496635e+01
1.461023999999999887e+03;-1.551006711409396388e+01
1.461031999999999925e+03;-1.551006711409396388e+01
1.461039999999999964e+03;-1.550838926174496635e+01
1.461048000000000002e+03;-1.550503355704697839e+01
1.461056000000000040e+03;-1.550335570469798796e+01
1.461064000000000078e+03;-1.550000000000000000e+01
1.461071999999999889e+03;-1.549496644295302161e+01
1.461079999999999927e+03;-1.548993288590604323e+01
1.461087999999999965e+03;-1.548825503355704569e+01
1.461096000000000004e+03;-1.548657718120805526e+01
1.461104000000000042e+03;-1.548322147651006730e+01
1.461112000000000080e+03;-1.548154362416107688e+01
1.461119999999999891e+03;-1.548322147651006730e+01
1.461127999999999929e+03;-1.548322147651006730e+01
1.461135999999999967e+03;-1.548154362416107688e+01
1.461144000000000005e+03;-1.548322147651006730e+01
1.461152000000000044e+03;-1.547986577181207934e+01
1.461160000000000082e+03;-1.547315436241611053e+01
1.461167999999999893e+03;-1.547147651006711300e+01
1.461175999999999931e+03;-1.547651006711409138e+01
1.461183999999999969e+03;-1.547818791946308892e+01
1.461192000000000007e+03;-1.547147651006711300e+01
1.461200000000000045e+03;-1.546476510067114418e+01
1.461208000000000084e+03;-1.546308724832214665e+01
1.461215999999999894e+03;-1.546308724832214665e+01
1.461223999999999933e+03;-1.545973154362415869e+01
1.461231999999999971e+03;-1.545973154362415869e+01
1.461240000000000009e+03;-1.545973154362415869e+01
1.461248000000000047e+03;-1.545805369127516826e+01
1.461256000000000085e+03;-1.545134228187919234e+01
1.461263999999999896e+03;-1.545302013422818987e+01
1.461271999999999935e+03;-1.544798657718121149e+01
1.461279999999999973e+03;-1.544630872483221395e+01
1.461288000000000011e+03;-1.544463087248322353e+01
1.461296000000000049e+03;-1.544966442953020191e+01
1.461304000000000087e+03;-1.544630872483221395e+01
1.461311999999999898e+03;-1.543959731543624514e+01
1.461319999999999936e+03;-1.543959731543624514e+01
1.461327999999999975e+03;-1.543959731543624514e+01
1.461336000000000013e+03;-1.543120805369127879e+01
1.461344000000000051e+03;-1.543120805369127879e+01
1.461352000000000089e+03;-1.543288590604026922e+01
1.461359999999999900e+03;-1.543456375838925965e+01
1.461367999999999938e+03;-1.543288590604026922e+01
1.461375999999999976e+03;-1.542785234899329083e+01
1.461384000000000015e+03;-1.542785234899329083e+01
1.461392000000000053e+03;-1.542617449664429330e+01
1.461400000000000091e+03;-1.542281879194631244e+01
1.461407999999999902e+03;-1.541946308724832448e+01
1.461415999999999940e+03;-1.541442953020134610e+01
1.461423999999999978e+03;-1.541107382550335814e+01
1.461432000000000016e+03;-1.541442953020134610e+01
1.461440000000000055e+03;-1.541275167785234856e+01
1.461448000000000093e+03;-1.540771812080537018e+01
1.461455999999999904e+03;-1.540436241610738222e+01
1.461463999999999942e+03;-1.540268456375839179e+01
1.461471999999999980e+03;-1.539765100671141340e+01
1.461480000000000018e+03;-1.539429530201342544e+01
1.461488000000000056e+03;-1.539429530201342544e+01
1.461496000000000095e+03;-1.539093959731543748e+01
1.461503999999999905e+03;-1.539597315436241587e+01
1.461511999999999944e+03;-1.539765100671141340e+01
1.461519999999999982e+03;-1.539261744966442791e+01
1.461528000000000020e+03;-1.539597315436241587e+01
1.461536000000000058e+03;-1.539597315436241587e+01
1.461544000000000096e+03;-1.539932885906040383e+01
1.461551999999999907e+03;-1.539429530201342544e+01
1.461559999999999945e+03;-1.538758389261744952e+01
1.461567999999999984e+03;-1.538422818791946156e+01
1.461576000000000022e+03;-1.538590604026845909e+01
1.461584000000000060e+03;-1.538422818791946156e+01
1.461592000000000098e+03;-1.537583892617449521e+01
1.461599999999999909e+03;-1.537080536912751683e+01
1.461607999999999947e+03;-1.537751677852349275e+01
1.461615999999999985e+03;-1.537751677852349275e+01
1.461624000000000024e+03;-1.537416107382550479e+01
1.461632000000000062e+03;-1.537080536912751683e+01
1.461640000000000100e+03;-1.536912751677852640e+01
1.461647999999999911e+03;-1.537080536912751683e+01
1.461655999999999949e+03;-1.536912751677852640e+01
1.461663999999999987e+03;-1.536577181208053844e+01
1.461672000000000025e+03;-1.536409395973154801e+01
1.461680000000000064e+03;-1.535738255033557209e+01
1.461688000000000102e+03;-1.535738255033557209e+01
1.461695999999999913e+03;-1.535906040268456252e+01
1.461703999999999951e+03;-1.535570469798658166e+01
1.461711999999999989e+03;-1.535570469798658166e+01
1.461720000000000027e+03;-1.535067114093959617e+01
1.461728000000000065e+03;-1.534563758389261778e+01
