: Project: test
: Sample Rate: 800
: Start Time: 2023.07.07 12:16:02.692521
index; timestamp; CH_1_R_1; 
1; 12:16:02.686775; 1543.5207; 
2; 12:16:02.688025; 1543.5202; 
3; 12:16:02.689275; 1543.5196; 
4; 12:16:02.690525; 1543.5183; 
5; 12:16:02.691775; 1543.5181; 
6; 12:16:02.693025; 1543.5176; 
7; 12:16:02.694275; 1543.5168; 
8; 12:16:02.695525; 1543.5177; 
9; 12:16:02.696775; 1543.5182; 
10; 12:16:02.698025; 1543.5187; 
11; 12:16:02.699275; 1543.5187; 
12; 12:16:02.700525; 1543.5204; 
13; 12:16:02.701775; 1543.5204; 
14; 12:16:02.703025; 1543.5206; 
15; 12:16:02.704275; 1543.5202; 
16; 12:16:02.705525; 1543.5195; 
17; 12:16:02.706775; 1543.5181; 
18; 12:16:02.708025; 1543.5171; 
19; 12:16:02.709275; 1543.5162; 
20; 12:16:02.710525; 1543.5158; 
21; 12:16:02.711775; 1543.5163; 
22; 12:16:02.713025; 1543.5171; 
23; 12:16:02.714275; 1543.5173; 
24; 12:16:02.715525; 1543.5184; 
25; 12:16:02.716775; 1543.5202; 
26; 12:16:02.718025; 1543.5208; 
27; 12:16:02.719275; 1543.5224; 
28; 12:16:02.720525; 1543.5221; 
29; 12:16:02.721775; 1543.5210; 
30; 12:16:02.723025; 1543.5200; 
31; 12:16:02.724275; 1543.5192; 
32; 12:16:02.725525; 1543.5190; 
33; 12:16:02.726775; 1543.5184; 
34; 12:16:02.728025; 1543.5168; 
35; 12:16:02.729275; 1543.5171; 
36; 12:16:02.730525; 1543.5163; 
37; 12:16:02.731775; 1543.5166; 
38; 12:16:02.733025; 1543.5175; 
39; 12:16:02.734275; 1543.5183; 
40; 12:16:02.735525; 1543.5198; 
41; 12:16:02.736775; 1543.5200; 
42; 12:16:02.738025; 1543.5221; 
43; 12:16:02.739275; 1543.5222; 
44; 12:16:02.740525; 1543.5223; 
45; 12:16:02.741775; 1543.5209; 
46; 12:16:02.743025; 1543.5199; 
47; 12:16:02.744275; 1543.5173; 
48; 12:16:02.745525; 1543.5157; 
49; 12:16:02.746775; 1543.5154; 
50; 12:16:02.748025; 1543.5163; 
51; 12:16:02.749275; 1543.5172; 
52; 12:16:02.750525; 1543.5184; 
53; 12:16:02.751775; 1543.5194; 
54; 12:16:02.753025; 1543.5211; 
55; 12:16:02.754275; 1543.5214; 
56; 12:16:02.755525; 1543.5213; 
57; 12:16:02.756775; 1543.5211; 
58; 12:16:02.758025; 1543.5196; 
59; 12:16:02.759275; 1543.5183; 
60; 12:16:02.760525; 1543.5189; 
61; 12:16:02.761775; 1543.5170; 
62; 12:16:02.763025; 1543.5177; 
63; 12:16:02.764275; 1543.5187; 
64; 12:16:02.765525; 1543.5188; 
65; 12:16:02.766775; 1543.5194; 
66; 12:16:02.768025; 1543.5195; 
67; 12:16:02.769275; 1543.5190; 
68; 12:16:02.770525; 1543.5188; 
69; 12:16:02.771775; 1543.5173; 
70; 12:16:02.773025; 1543.5172; 
71; 12:16:02.774275; 1543.5174; 
72; 12:16:02.775525; 1543.5183; 
73; 12:16:02.776775; 1543.5188; 
74; 12:16:02.778025; 1543.5192; 
75; 12:16:02.779275; 1543.5203; 
76; 12:16:02.780525; 1543.5201; 
