: Project: test
: Sample Rate: 800
: Start Time: 2023.07.10 09:46:48.793702
index; timestamp; CH_1_R_1; 
1; 09:46:48.788956; NaN; 
2; 09:46:48.790206; NaN; 
3; 09:46:48.791456; NaN; 
4; 09:46:48.792706; NaN; 
5; 09:46:48.793956; NaN; 
6; 09:46:48.795206; NaN; 
7; 09:46:48.796456; NaN; 
8; 09:46:48.797706; NaN; 
9; 09:46:48.798956; NaN; 
10; 09:46:48.800206; NaN; 
11; 09:46:48.801456; NaN; 
12; 09:46:48.802706; NaN; 
13; 09:46:48.803956; NaN; 
14; 09:46:48.805206; NaN; 
15; 09:46:48.806456; NaN; 
16; 09:46:48.807706; NaN; 
17; 09:46:48.808956; NaN; 
18; 09:46:48.810206; NaN; 
19; 09:46:48.811456; NaN; 
20; 09:46:48.812706; NaN; 
21; 09:46:48.813956; NaN; 
22; 09:46:48.815206; NaN; 
23; 09:46:48.816456; NaN; 
24; 09:46:48.817706; NaN; 
25; 09:46:48.818956; NaN; 
26; 09:46:48.820206; NaN; 
27; 09:46:48.821456; NaN; 
28; 09:46:48.822706; NaN; 
29; 09:46:48.823956; NaN; 
30; 09:46:48.825206; NaN; 
31; 09:46:48.826456; NaN; 
32; 09:46:48.827706; NaN; 
33; 09:46:48.828956; NaN; 
34; 09:46:48.830206; NaN; 
35; 09:46:48.831456; NaN; 
36; 09:46:48.832706; NaN; 
37; 09:46:48.833956; NaN; 
38; 09:46:48.835206; NaN; 
39; 09:46:48.836456; NaN; 
40; 09:46:48.837706; NaN; 
41; 09:46:48.838956; NaN; 
42; 09:46:48.840206; NaN; 
43; 09:46:48.841456; NaN; 
44; 09:46:48.842706; NaN; 
45; 09:46:48.843956; NaN; 
46; 09:46:48.845206; NaN; 
47; 09:46:48.846456; NaN; 
48; 09:46:48.847706; NaN; 
49; 09:46:48.848956; NaN; 
50; 09:46:48.850206; NaN; 
51; 09:46:48.851456; NaN; 
52; 09:46:48.852706; NaN; 
53; 09:46:48.853956; NaN; 
54; 09:46:48.855206; NaN; 
55; 09:46:48.856456; NaN; 
56; 09:46:48.857706; NaN; 
57; 09:46:48.858956; NaN; 
58; 09:46:48.860206; NaN; 
59; 09:46:48.861456; NaN; 
60; 09:46:48.862706; NaN; 
61; 09:46:48.863956; NaN; 
62; 09:46:48.865206; NaN; 
63; 09:46:48.866456; NaN; 
64; 09:46:48.867706; NaN; 
65; 09:46:48.868956; NaN; 
66; 09:46:48.870206; NaN; 
67; 09:46:48.871456; NaN; 
68; 09:46:48.872706; NaN; 
69; 09:46:48.873956; NaN; 
70; 09:46:48.875206; NaN; 
71; 09:46:48.876456; NaN; 
72; 09:46:48.877706; NaN; 
73; 09:46:48.878956; NaN; 
74; 09:46:48.880206; NaN; 
75; 09:46:48.881456; NaN; 
76; 09:46:48.882706; NaN; 
77; 09:46:48.883956; NaN; 
78; 09:46:48.885206; NaN; 
79; 09:46:48.886456; NaN; 
80; 09:46:48.887706; NaN; 
81; 09:46:48.888956; NaN; 
82; 09:46:48.890206; NaN; 
83; 09:46:48.891456; NaN; 
84; 09:46:48.892706; NaN; 
85; 09:46:48.893956; NaN; 
86; 09:46:48.895206; NaN; 
87; 09:46:48.896456; NaN; 
88; 09:46:48.897706; NaN; 
89; 09:46:48.898956; NaN; 
90; 09:46:48.900206; NaN; 
91; 09:46:48.901456; NaN; 
92; 09:46:48.902706; NaN; 
93; 09:46:48.903956; NaN; 
94; 09:46:48.905206; NaN; 
95; 09:46:48.906456; NaN; 
96; 09:46:48.907706; NaN; 
97; 09:46:48.908956; NaN; 
98; 09:46:48.910206; NaN; 
99; 09:46:48.911456; NaN; 
100; 09:46:48.912706; NaN; 
101; 09:46:48.913956; NaN; 
102; 09:46:48.915206; NaN; 
103; 09:46:48.916456; NaN; 
104; 09:46:48.917706; NaN; 
105; 09:46:48.918956; NaN; 
106; 09:46:48.920206; NaN; 
107; 09:46:48.921456; NaN; 
108; 09:46:48.922706; NaN; 
109; 09:46:48.923956; NaN; 
110; 09:46:48.925206; NaN; 
111; 09:46:48.926456; NaN; 
112; 09:46:48.927706; NaN; 
113; 09:46:48.928956; NaN; 
114; 09:46:48.930206; NaN; 
115; 09:46:48.931456; NaN; 
116; 09:46:48.932706; NaN; 
117; 09:46:48.933956; NaN; 
118; 09:46:48.935206; NaN; 
119; 09:46:48.936456; NaN; 
120; 09:46:48.937706; NaN; 
121; 09:46:48.938956; NaN; 
122; 09:46:48.940206; NaN; 
123; 09:46:48.941456; NaN; 
124; 09:46:48.942706; NaN; 
125; 09:46:48.943956; NaN; 
126; 09:46:48.945206; NaN; 
127; 09:46:48.946456; NaN; 
128; 09:46:48.947706; NaN; 
129; 09:46:48.948956; NaN; 
130; 09:46:48.950206; NaN; 
131; 09:46:48.951456; NaN; 
132; 09:46:48.952706; NaN; 
133; 09:46:48.953956; NaN; 
134; 09:46:48.955206; NaN; 
135; 09:46:48.956456; NaN; 
136; 09:46:48.957706; NaN; 
137; 09:46:48.958956; NaN; 
138; 09:46:48.960206; NaN; 
139; 09:46:48.961456; NaN; 
