: Project: test
: Sample Rate: 800
: Start Time: 2023.08.21 10:27:21.912884
index; timestamp; CH_1_R_1; 
1; 10:27:21.909816; 1528.0572; 
2; 10:27:21.911066; 1528.0569; 
3; 10:27:21.912316; 1528.0576; 
4; 10:27:21.913566; 1528.0584; 
5; 10:27:21.914816; 1528.0577; 
6; 10:27:21.916066; 1528.0568; 
7; 10:27:21.917316; 1528.0571; 
8; 10:27:21.918566; 1528.0577; 
9; 10:27:21.919816; 1528.0584; 
10; 10:27:21.921066; 1528.0581; 
11; 10:27:21.922316; 1528.0571; 
12; 10:27:21.923566; 1528.0569; 
13; 10:27:21.924816; 1528.0568; 
14; 10:27:21.926066; 1528.0577; 
15; 10:27:21.927316; 1528.0579; 
16; 10:27:21.928566; 1528.0577; 
17; 10:27:21.929816; 1528.0573; 
18; 10:27:21.931066; 1528.0568; 
19; 10:27:21.932316; 1528.0571; 
20; 10:27:21.933566; 1528.0579; 
21; 10:27:21.934816; 1528.0577; 
22; 10:27:21.936066; 1528.0570; 
23; 10:27:21.937316; 1528.0568; 
24; 10:27:21.938566; 1528.0572; 
25; 10:27:21.939816; 1528.0578; 
26; 10:27:21.941066; 1528.0581; 
27; 10:27:21.942316; 1528.0579; 
28; 10:27:21.943566; 1528.0571; 
29; 10:27:21.944816; 1528.0574; 
30; 10:27:21.946066; 1528.0571; 
31; 10:27:21.947316; 1528.0579; 
32; 10:27:21.948566; 1528.0583; 
33; 10:27:21.949816; 1528.0577; 
34; 10:27:21.951066; 1528.0570; 
35; 10:27:21.952316; 1528.0566; 
36; 10:27:21.953566; 1528.0576; 
37; 10:27:21.954816; 1528.0586; 
38; 10:27:21.956066; 1528.0585; 
39; 10:27:21.957316; 1528.0573; 
40; 10:27:21.958566; 1528.0565; 
41; 10:27:21.959816; 1528.0565; 
42; 10:27:21.961066; 1528.0576; 
43; 10:27:21.962316; 1528.0590; 
44; 10:27:21.963566; 1528.0582; 
45; 10:27:21.964816; 1528.0566; 
46; 10:27:21.966066; 1528.0566; 
47; 10:27:21.967316; 1528.0579; 
48; 10:27:21.968566; 1528.0581; 
49; 10:27:21.969816; 1528.0574; 
50; 10:27:21.971066; 1528.0568; 
51; 10:27:21.972316; 1528.0566; 
52; 10:27:21.973566; 1528.0572; 
53; 10:27:21.974816; 1528.0577; 
54; 10:27:21.976066; 1528.0576; 
55; 10:27:21.977316; 1528.0576; 
56; 10:27:21.978566; 1528.0580; 
57; 10:27:21.979816; 1528.0574; 
58; 10:27:21.981066; 1528.0569; 
59; 10:27:21.982316; 1528.0569; 
60; 10:27:21.983566; 1528.0571; 
61; 10:27:21.984816; 1528.0578; 
62; 10:27:21.986066; 1528.0577; 
63; 10:27:21.987316; 1528.0577; 
64; 10:27:21.988566; 1528.0576; 
65; 10:27:21.989816; 1528.0573; 
66; 10:27:21.991066; 1528.0571; 
67; 10:27:21.992316; 1528.0576; 
68; 10:27:21.993566; 1528.0571; 
69; 10:27:21.994816; 1528.0573; 
70; 10:27:21.996066; 1528.0578; 
71; 10:27:21.997316; 1528.0578; 
72; 10:27:21.998566; 1528.0573; 
73; 10:27:21.999816; 1528.0570; 
74; 10:27:22.001066; 1528.0571; 
75; 10:27:22.002316; 1528.0575; 
76; 10:27:22.003566; 1528.0580; 
77; 10:27:22.004816; 1528.0575; 
78; 10:27:22.006066; 1528.0571; 
79; 10:27:22.007316; 1528.0571; 
80; 10:27:22.008566; 1528.0570; 
81; 10:27:22.009816; 1528.0572; 
82; 10:27:22.011066; 1528.0569; 
83; 10:27:22.012316; 1528.0571; 
84; 10:27:22.013566; 1528.0570; 
85; 10:27:22.014816; 1528.0580; 
86; 10:27:22.016066; 1528.0575; 
87; 10:27:22.017316; 1528.0571; 
88; 10:27:22.018566; 1528.0571; 
89; 10:27:22.019816; 1528.0572; 
90; 10:27:22.021066; 1528.0573; 
91; 10:27:22.022316; 1528.0572; 
92; 10:27:22.023566; 1528.0578; 
93; 10:27:22.024816; 1528.0578; 
94; 10:27:22.026066; 1528.0576; 
95; 10:27:22.027316; 1528.0565; 
96; 10:27:22.028566; 1528.0570; 
97; 10:27:22.029816; 1528.0575; 
98; 10:27:22.031066; 1528.0576; 
99; 10:27:22.032316; 1528.0578; 
100; 10:27:22.033566; 1528.0571; 
101; 10:27:22.034816; 1528.0573; 
102; 10:27:22.036066; 1528.0571; 
103; 10:27:22.037316; 1528.0572; 
104; 10:27:22.038566; 1528.0576; 
105; 10:27:22.039816; 1528.0573; 
106; 10:27:22.041066; 1528.0574; 
107; 10:27:22.042316; 1528.0574; 
108; 10:27:22.043566; 1528.0578; 
109; 10:27:22.044816; 1528.0567; 
110; 10:27:22.046066; 1528.0569; 
111; 10:27:22.047316; 1528.0576; 
112; 10:27:22.048566; 1528.0578; 
113; 10:27:22.049816; 1528.0579; 
114; 10:27:22.051066; 1528.0575; 
115; 10:27:22.052316; 1528.0574; 
116; 10:27:22.053566; 1528.0573; 
117; 10:27:22.054816; 1528.0574; 
118; 10:27:22.056066; 1528.0576; 
119; 10:27:22.057316; 1528.0584; 
120; 10:27:22.058566; 1528.0574; 
121; 10:27:22.059816; 1528.0571; 
122; 10:27:22.061066; 1528.0568; 
123; 10:27:22.062316; 1528.0578; 
124; 10:27:22.063566; 1528.0577; 
125; 10:27:22.064816; 1528.0575; 
126; 10:27:22.066066; 1528.0572; 
127; 10:27:22.067316; 1528.0577; 
128; 10:27:22.068566; 1528.0573; 
129; 10:27:22.069816; 1528.0575; 
130; 10:27:22.071066; 1528.0572; 
131; 10:27:22.072316; 1528.0571; 
132; 10:27:22.073566; 1528.0576; 
133; 10:27:22.074816; 1528.0576; 
134; 10:27:22.076066; 1528.0581; 
135; 10:27:22.077316; 1528.0572; 
136; 10:27:22.078566; 1528.0568; 
137; 10:27:22.079816; 1528.0574; 
138; 10:27:22.081066; 1528.0574; 
139; 10:27:22.082316; 1528.0578; 
140; 10:27:22.083566; 1528.0578; 
141; 10:27:22.084816; 1528.0575; 
142; 10:27:22.086066; 1528.0574; 
143; 10:27:22.087316; 1528.0577; 
144; 10:27:22.088566; 1528.0575; 
145; 10:27:22.089816; 1528.0576; 
146; 10:27:22.091066; 1528.0573; 
147; 10:27:22.092316; 1528.0570; 
148; 10:27:22.093566; 1528.0571; 
149; 10:27:22.094816; 1528.0571; 
150; 10:27:22.096066; 1528.0577; 
151; 10:27:22.097316; 1528.0576; 
