: Project: test
: Sample Rate: 800
: Start Time: 2023.07.07 12:11:46.040260
index; timestamp; CH_1_R_1; 
1; 12:11:46.030516; 1543.5187; 
2; 12:11:46.031766; 1543.5196; 
3; 12:11:46.033016; 1543.5195; 
4; 12:11:46.034266; 1543.5195; 
5; 12:11:46.035516; 1543.5194; 
6; 12:11:46.036766; 1543.5189; 
7; 12:11:46.038016; 1543.5182; 
8; 12:11:46.039266; 1543.5172; 
9; 12:11:46.040516; 1543.5168; 
10; 12:11:46.041766; 1543.5172; 
11; 12:11:46.043016; 1543.5171; 
12; 12:11:46.044266; 1543.5174; 
13; 12:11:46.045516; 1543.5186; 
14; 12:11:46.046766; 1543.5186; 
15; 12:11:46.048016; 1543.5181; 
16; 12:11:46.049266; 1543.5177; 
17; 12:11:46.050516; 1543.5171; 
18; 12:11:46.051766; 1543.5170; 
19; 12:11:46.053016; 1543.5170; 
20; 12:11:46.054266; 1543.5174; 
21; 12:11:46.055516; 1543.5166; 
22; 12:11:46.056766; 1543.5172; 
23; 12:11:46.058016; 1543.5175; 
24; 12:11:46.059266; 1543.5186; 
25; 12:11:46.060516; 1543.5185; 
26; 12:11:46.061766; 1543.5183; 
27; 12:11:46.063016; 1543.5192; 
28; 12:11:46.064266; 1543.5182; 
29; 12:11:46.065516; 1543.5179; 
30; 12:11:46.066766; 1543.5162; 
31; 12:11:46.068016; 1543.5163; 
32; 12:11:46.069266; 1543.5152; 
33; 12:11:46.070516; 1543.5156; 
34; 12:11:46.071766; 1543.5157; 
35; 12:11:46.073016; 1543.5162; 
36; 12:11:46.074266; 1543.5167; 
37; 12:11:46.075516; 1543.5178; 
38; 12:11:46.076766; 1543.5187; 
39; 12:11:46.078016; 1543.5183; 
40; 12:11:46.079266; 1543.5181; 
41; 12:11:46.080516; 1543.5181; 
42; 12:11:46.081766; 1543.5185; 
43; 12:11:46.083016; 1543.5187; 
44; 12:11:46.084266; 1543.5184; 
45; 12:11:46.085516; 1543.5184; 
46; 12:11:46.086766; 1543.5176; 
47; 12:11:46.088016; 1543.5179; 
48; 12:11:46.089266; 1543.5174; 
49; 12:11:46.090516; 1543.5171; 
50; 12:11:46.091766; 1543.5168; 
51; 12:11:46.093016; 1543.5177; 
52; 12:11:46.094266; 1543.5171; 
53; 12:11:46.095516; 1543.5162; 
54; 12:11:46.096766; 1543.5167; 
55; 12:11:46.098016; 1543.5175; 
56; 12:11:46.099266; 1543.5176; 
57; 12:11:46.100516; 1543.5186; 
58; 12:11:46.101766; 1543.5186; 
59; 12:11:46.103016; 1543.5199; 
60; 12:11:46.104266; 1543.5184; 
61; 12:11:46.105516; 1543.5192; 
62; 12:11:46.106766; 1543.5188; 
63; 12:11:46.108016; 1543.5196; 
64; 12:11:46.109266; 1543.5192; 
65; 12:11:46.110516; 1543.5179; 
66; 12:11:46.111766; 1543.5167; 
67; 12:11:46.113016; 1543.5157; 
68; 12:11:46.114266; 1543.5162; 
69; 12:11:46.115516; 1543.5163; 
70; 12:11:46.116766; 1543.5160; 
71; 12:11:46.118016; 1543.5168; 
72; 12:11:46.119266; 1543.5177; 
73; 12:11:46.120516; 1543.5174; 
74; 12:11:46.121766; 1543.5178; 
75; 12:11:46.123016; 1543.5178; 
76; 12:11:46.124266; 1543.5170; 
77; 12:11:46.125516; 1543.5164; 
78; 12:11:46.126766; 1543.5160; 
79; 12:11:46.128016; 1543.5166; 
80; 12:11:46.129266; 1543.5167; 
81; 12:11:46.130516; 1543.5173; 
82; 12:11:46.131766; 1543.5185; 
83; 12:11:46.133016; 1543.5199; 
84; 12:11:46.134266; 1543.5196; 
85; 12:11:46.135516; 1543.5189; 
86; 12:11:46.136766; 1543.5184; 
87; 12:11:46.138016; 1543.5171; 
88; 12:11:46.139266; 1543.5186; 
89; 12:11:46.140516; 1543.5185; 
90; 12:11:46.141766; 1543.5179; 
91; 12:11:46.143016; 1543.5183; 
92; 12:11:46.144266; 1543.5177; 
93; 12:11:46.145516; 1543.5172; 
94; 12:11:46.146766; 1543.5172; 
95; 12:11:46.148016; 1543.5156; 
96; 12:11:46.149266; 1543.5157; 
97; 12:11:46.150516; 1543.5160; 
98; 12:11:46.151766; 1543.5157; 
99; 12:11:46.153016; 1543.5168; 
100; 12:11:46.154266; 1543.5176; 
101; 12:11:46.155516; 1543.5200; 
102; 12:11:46.156766; 1543.5207; 
103; 12:11:46.158016; 1543.5208; 
104; 12:11:46.159266; 1543.5207; 
105; 12:11:46.160516; 1543.5199; 
106; 12:11:46.161766; 1543.5185; 
107; 12:11:46.163016; 1543.5171; 
108; 12:11:46.164266; 1543.5157; 
109; 12:11:46.165516; 1543.5149; 
110; 12:11:46.166766; 1543.5147; 
111; 12:11:46.168016; 1543.5155; 
112; 12:11:46.169266; 1543.5165; 
113; 12:11:46.170516; 1543.5176; 
114; 12:11:46.171766; 1543.5188; 
115; 12:11:46.173016; 1543.5206; 
116; 12:11:46.174266; 1543.5209; 
117; 12:11:46.175516; 1543.5199; 
118; 12:11:46.176766; 1543.5200; 
119; 12:11:46.178016; 1543.5194; 
120; 12:11:46.179266; 1543.5178; 
121; 12:11:46.180516; 1543.5158; 
122; 12:11:46.181766; 1543.5147; 
123; 12:11:46.183016; 1543.5154; 
124; 12:11:46.184266; 1543.5154; 
125; 12:11:46.185516; 1543.5162; 
126; 12:11:46.186766; 1543.5167; 
127; 12:11:46.188016; 1543.5185; 
128; 12:11:46.189266; 1543.5189; 
129; 12:11:46.190516; 1543.5185; 
130; 12:11:46.191766; 1543.5193; 
131; 12:11:46.193016; 1543.5192; 
132; 12:11:46.194266; 1543.5194; 
133; 12:11:46.195516; 1543.5176; 
134; 12:11:46.196766; 1543.5173; 
135; 12:11:46.198016; 1543.5172; 
136; 12:11:46.199266; 1543.5170; 
137; 12:11:46.200516; 1543.5158; 
138; 12:11:46.201766; 1543.5159; 
139; 12:11:46.203016; 1543.5173; 
140; 12:11:46.204266; 1543.5180; 
141; 12:11:46.205516; 1543.5186; 
142; 12:11:46.206766; 1543.5192; 
143; 12:11:46.208016; 1543.5187; 
144; 12:11:46.209266; 1543.5184; 
145; 12:11:46.210516; 1543.5179; 
146; 12:11:46.211766; 1543.5166; 
147; 12:11:46.213016; 1543.5159; 
148; 12:11:46.214266; 1543.5167; 
149; 12:11:46.215516; 1543.5165; 
150; 12:11:46.216766; 1543.5171; 
151; 12:11:46.218016; 1543.5172; 
152; 12:11:46.219266; 1543.5172; 
153; 12:11:46.220516; 1543.5185; 
154; 12:11:46.221766; 1543.5194; 
155; 12:11:46.223016; 1543.5183; 
156; 12:11:46.224266; 1543.5184; 
157; 12:11:46.225516; 1543.5172; 
158; 12:11:46.226766; 1543.5166; 
159; 12:11:46.228016; 1543.5170; 
160; 12:11:46.229266; 1543.5173; 
161; 12:11:46.230516; 1543.5162; 
162; 12:11:46.231766; 1543.5165; 
163; 12:11:46.233016; 1543.5171; 
164; 12:11:46.234266; 1543.5173; 
165; 12:11:46.235516; 1543.5182; 
166; 12:11:46.236766; 1543.5191; 
167; 12:11:46.238016; 1543.5187; 
168; 12:11:46.239266; 1543.5181; 
169; 12:11:46.240516; 1543.5180; 
170; 12:11:46.241766; 1543.5179; 
171; 12:11:46.243016; 1543.5177; 
172; 12:11:46.244266; 1543.5171; 
173; 12:11:46.245516; 1543.5169; 
174; 12:11:46.246766; 1543.5176; 
175; 12:11:46.248016; 1543.5168; 
176; 12:11:46.249266; 1543.5174; 
177; 12:11:46.250516; 1543.5177; 
178; 12:11:46.251766; 1543.5163; 
179; 12:11:46.253016; 1543.5163; 
180; 12:11:46.254266; 1543.5169; 
181; 12:11:46.255516; 1543.5171; 
182; 12:11:46.256766; 1543.5181; 
183; 12:11:46.258016; 1543.5181; 
184; 12:11:46.259266; 1543.5182; 
185; 12:11:46.260516; 1543.5167; 
186; 12:11:46.261766; 1543.5162; 
187; 12:11:46.263016; 1543.5162; 
188; 12:11:46.264266; 1543.5174; 
189; 12:11:46.265516; 1543.5174; 
190; 12:11:46.266766; 1543.5180; 
191; 12:11:46.268016; 1543.5190; 
192; 12:11:46.269266; 1543.5193; 
193; 12:11:46.270516; 1543.5192; 
194; 12:11:46.271766; 1543.5190; 
